	TENATOPRAZOLE	DANAZOL	PANTOPRAZOLE	ARTEMISININ	OMEPRAZOLE	MELPHALAN	BISACODYL	DIACETAMATE	ENTACAPONE	TINIDAZOLE	NITRENDIPINE	PHENAZOPYRIDINE	SULFASALAZINE	RISPERIDONE	PALIPERIDONE	TACROLIMUS	CARVEDILOL	PIDOTIMOD	IDEBENONE	METHOXSALEN	LEVAMISOLE	LOVASTATIN	MEVASTATIN	PERICYAZINE	FINASTERIDE	BETAMETHASONE VALERATE	NORGESTIMATE	CAPECITABINE	CARBETAPENTANE CITRATE	ITRACONAZOLE	DULOXETINE	MEFLOQUINE	DICYCLOMINE	PIMOZIDE	PACLITAXEL	REPAGLINIDE	INDOMETHACIN	RAMIPRIL	EZETIMIBE	CELECOXIB	BENZBROMARONE	RANITIDINE	ZIPRASIDONE MESYLATE	NAFRONYL OXALATE	PHENYTOIN SODIUM	PENBUTOLOL SULFATE	CHLORMEZANONE	BUPROPION	AMANTADINE	METITEPINE MALEATE	TRIMETAZIDINE DIHYDROCHLORIDE	BICALUTAMIDE	TRANILAST	SULPIRIDE	ETHOXZOLAMIDE	METHYSERGIDE MALEATE	RIZATRIPTAN BENZOATE	BIPERIDEN	IMATINIB	VERAPAMIL	CAMYLOFINE DIHYDROCHLORIDE	ACECAINIDE	LOFEXIDINE	METOPROLOL TARTRATE	IRSOGLADINE MALEATE	MEMANTINE	ALPRENOLOL	DIPHENYLPYRALINE	ALFUZOSIN	PAPAVERINE	OXCARBAZEPINE	METHSUXIMIDE	PAROXETINE	ESZOPICLONE	ANAGRELIDE	ETHOPROPAZINE	DIPYRIDAMOLE	DOXAZOSIN MESYLATE	TRIHEXYPHENIDYL	METHYLPHENIDATE	FLUVOXAMINE MALEATE	THIOTHIXENE	CYCLOBENZAPRINE	BENZTHIAZIDE	NEVIRAPINE	VINPOCETINE	ANASTROZOLE	SILDENAFIL CITRATE	CLEMIZOLE	ORPHENADRINE CITRATE	ENALAPRIL MALEATE	CYCLOPHOSPHAMIDE	NOSCAPINE	ZIDOVUDINE [AZT]	SUMATRIPTAN SUCCINATE	TADALAFIL	GLICLAZIDE	BEZAFIBRATE	WARFARIN	NAPROXEN(+)	PROCARBAZINE	NAFTOPIDIL	OLANZAPINE	FLUCONAZOLE	CLONIDINE	NEOSTIGMINE BROMIDE	CIMETIDINE	FEBUXOSTAT	COLCHICINE	KETOROLAC TROMETHAMINE	METAXALONE	ZALEPLON	MIFEPRISTONE	OXYBUTYNIN CHLORIDE	RITONAVIR	DROSPIRENONE	BUDESONIDE	GLIPIZIDE	SULFINPYRAZONE	ETODOLAC	NATEGLINIDE	VORICONAZOLE	VALSARTAN	LOSARTAN	IRBESARTAN	REBAMIPIDE	NIZATIDINE	ERGONOVINE MALEATE	DASATINIB	PRIMAQUINE PHOSPHATE	NICERGOLINE	DEXAMETHASONE	ERGOTAMINE TARTRATE	NALOXONE	FENSPIRIDE	GALANTAMINE	SOTALOL	BETAMETHASONE ACETATE	DIGOXIN	DIGITOXIN	CLOPIDOGREL SULFATE	RILUZOLE	MEBENDAZOLE	RAMELTEON	CYPROTERONE ACETATE	OXAPROZIN	BENAZEPRIL	GRISEOFULVIN	TRANDOLAPRIL	QUINAPRIL	CETIRIZINE	CARISOPRODOL	TOLAZAMIDE	PRANOPROFEN	FAMPROFAZONE	TELMISARTAN	CLEMASTINE FUMARATE	LOPERAMIDE	MEGESTROL ACETATE	TRIMEBUTINE MALEATE	FENOFIBRATE	FLUPHENAZINE	DILTIAZEM	LEVONORGESTREL	DEFLAZACORT	DIFLORASONE DIACETATE	LINAGLIPTIN	OLMESARTAN MEDOXOMIL	FLUOXETINE	MYCOPHENOLATE MOFETIL	BROMOCRIPTINE MESYLATE	RACECADOTRIL	ROXATIDINE ACETATE	FAMCICLOVIR	VILAZODONE	NORETHINDRONE ACETATE
PHENAZOPYRIDINE	0.625486142	0.518724387	0.588547307	0.375201487	0.614271927	0.695487465	0.657061382	0.544211046	0.567511399	0.79841277	0.626381643	1	0.699720562	0.615510264	0.600784128	0.318936548	0.642824011	0.548525563	0.386798889	0.355615922	0.79649419	0.352574544	0.35260609	0.767523951	0.487853214	0.327028769	0.406554418	0.505446163	0.587515207	0.551387165	0.481840396	0.751195088	0.479284824	0.822645332	0.430022265	0.529944149	0.65563174	0.602556461	0.608586297	0.86255918	0.342730708	0.50247694	0.899815631	0.588730018	0.745164195	0.500007425	0.702825492	0.677702814	0.497339245	0.772618686	0.444888059	0.748429432	0.518329665	0.466963506	0.599749515	0.791410229	0.880930526	0.602186021	0.876519277	0.464272287	0.627539172	0.740180682	0.527630695	0.521904575	0.963242755	0.494721169	0.52545026	0.580988966	0.570756658	0.637333832	0.764174442	0.715816224	0.446779835	0.852556885	0.847745782	0.815100255	0.886198428	0.565738516	0.599180765	0.631856344	0.64651892	0.741290146	0.710885241	0.774743938	0.884654369	0.764209303	0.84629041	0.458468838	0.94134805	0.58080637	0.625743431	0.509496973	0.379894899	0.50223368	0.85440873	0.619150259	0.701688795	0.434213431	0.384179789	0.397133021	0.714873238	0.546198691	0.859976178	0.841395882	0.85815763	0.55683127	0.821341506	0.6219094	0.4075663	0.726581356	0.498382348	0.895769004	0.568535527	0.566113878	0.801063778	0.377514278	0.310249302	0.849824511	0.78148908	0.714165594	0.648116506	0.856270181	0.757429581	0.815210599	0.772808183	0.691301757	0.786117969	0.792307319	0.864282153	0.641914509	0.704023889	0.345217538	0.737867018	0.38132072	0.671610572	0.444011461	0.661357393	0.329873134	0.301433249	0.303195435	0.637057345	0.594123115	0.87401912	0.462878425	0.372688974	0.688099315	0.666027781	0.342592393	0.60941583	0.642379809	0.643910166	0.507713877	0.705818127	0.65450041	0.780498416	0.839976887	0.56018571	0.563428627	0.37529854	0.394327955	0.395179942	0.783739173	0.558395766	0.409636096	0.306493754	0.32423498	0.896475514	0.790631097	0.512950838	0.350430434	0.71647273	0.58945466	0.503056514	0.852905747	0.630232605	0.390990265
SULFASALAZINE	0.824246639	0.410701302	0.794155141	0.242038896	0.822378037	0.615341993	0.906807015	0.647755345	0.650588231	0.581694906	0.574631966	0.699720562	1	0.713160006	0.702381082	0.227396142	0.834374513	0.379151249	0.273549967	0.423700204	0.592554874	0.248905782	0.249074358	0.589085755	0.339278611	0.219746259	0.280615186	0.35593817	0.508422679	0.669571314	0.502230669	0.840512006	0.332607004	0.662065553	0.438429519	0.615344358	0.853581921	0.509947069	0.662614471	0.744304622	0.405677829	0.586033093	0.672335345	0.514035277	0.588518545	0.539812525	0.52457572	0.542409086	0.324374775	0.584051921	0.506473474	0.581378569	0.608980624	0.525853077	0.821659824	0.809637751	0.760013444	0.535006786	0.770199588	0.508129065	0.540659476	0.6215114	0.553387322	0.563334903	0.684899501	0.325778977	0.569193448	0.545916433	0.763383563	0.873902078	0.643959784	0.566101279	0.480305549	0.734681748	0.607605201	0.615126849	0.658258822	0.763188768	0.535324053	0.541399539	0.560077894	0.55834446	0.573158387	0.544715477	0.768865096	0.839589675	0.675166522	0.510705084	0.711599795	0.544395969	0.537056165	0.338762396	0.44670337	0.357843289	0.770894314	0.831510446	0.510991968	0.505914712	0.441942393	0.446011673	0.579156775	0.642959042	0.639525154	0.697932118	0.610636073	0.656552331	0.583929736	0.860924727	0.472409728	0.867354477	0.550998765	0.748196472	0.460417555	0.504302031	0.770009329	0.250042557	0.200099298	0.781698018	0.60320268	0.860662266	0.552344519	0.723947803	0.607880425	0.663306099	0.61756022	0.608048418	0.558125706	0.786162938	0.71445728	0.868844249	0.844476586	0.238465236	0.76724908	0.448590704	0.54813399	0.50769134	0.633221106	0.222225595	0.178600282	0.180753792	0.492924108	0.808632247	0.770402889	0.510287184	0.252845986	0.871507678	0.598722606	0.419848795	0.527114281	0.55406635	0.52718182	0.349182988	0.5198795	0.920118584	0.637777538	0.789577589	0.508063461	0.483263807	0.256835685	0.457001374	0.465731737	0.610161165	0.612077322	0.29511064	0.21223871	0.216398949	0.738085883	0.660499915	0.530617141	0.416608613	0.751538479	0.542254306	0.56579375	0.630348828	0.8563037	0.265791094
RISPERIDONE	0.598788373	0.5538311	0.590100661	0.35239286	0.610582051	0.709621478	0.732915696	0.68428365	0.709884495	0.507951027	0.695137326	0.615510264	0.713160006	1	0.975759455	0.359047988	0.720621559	0.440797421	0.390417169	0.531750161	0.588059313	0.370029154	0.370376525	0.575169066	0.447010114	0.358989409	0.411545409	0.412012881	0.601208762	0.661230835	0.542462118	0.729905691	0.420382693	0.683995496	0.574837499	0.731958508	0.787296773	0.61298452	0.760648776	0.65720854	0.501782236	0.615639908	0.645361717	0.594628562	0.641230029	0.574422852	0.565160883	0.631811469	0.40316133	0.577817973	0.580272858	0.603629969	0.707363415	0.599319166	0.664296056	0.687232612	0.653199892	0.592224174	0.641100305	0.577758344	0.636095671	0.70097059	0.548788236	0.591916521	0.612747926	0.410375919	0.596892555	0.601241327	0.672484376	0.72162538	0.722422245	0.616983796	0.547539998	0.592363371	0.604346843	0.604938348	0.565705752	0.672227287	0.599784533	0.625479362	0.587697579	0.555197748	0.593715628	0.545828808	0.626529194	0.729625917	0.601762959	0.585227623	0.642854662	0.594336714	0.621518713	0.401448901	0.560240236	0.414861123	0.666226504	0.740837434	0.522663079	0.606362556	0.538445741	0.53285773	0.661296961	0.657493422	0.607716269	0.605606666	0.592610491	0.691885318	0.516055041	0.713690746	0.552309171	0.799250801	0.591690511	0.627302295	0.597988042	0.597108775	0.625339721	0.383868642	0.339010722	0.636971824	0.629027673	0.761324893	0.638745996	0.617170373	0.634660661	0.63069092	0.631394863	0.7162827	0.497234057	0.675749528	0.592438047	0.689015435	0.720890412	0.379794234	0.657423755	0.543649855	0.600220996	0.572762123	0.696872575	0.361989145	0.308775422	0.31079578	0.562633686	0.640642275	0.686197178	0.565702961	0.380924162	0.79408495	0.701174989	0.533965698	0.629547969	0.646294271	0.596864253	0.420862638	0.533479001	0.738116615	0.687423831	0.692461637	0.563286655	0.564561639	0.388620534	0.571815658	0.569796134	0.596525671	0.709998204	0.431613273	0.36270515	0.355611143	0.625115479	0.628354004	0.582669663	0.528959476	0.658902413	0.633625868	0.627436656	0.54336982	0.726721127	0.396135278
PALIPERIDONE	0.592404092	0.547290393	0.586359863	0.346339897	0.605972092	0.699140124	0.727086958	0.681509369	0.70882032	0.493500686	0.687077898	0.600784128	0.702381082	0.975759455	1	0.355586284	0.720310872	0.430406533	0.383604072	0.53427	0.576244493	0.364522312	0.364882044	0.565709524	0.438848903	0.354009136	0.405797862	0.40229088	0.594897536	0.663881489	0.541592128	0.724223504	0.412033104	0.6711323	0.578063904	0.732647476	0.781892566	0.603232182	0.758321679	0.647633271	0.502109944	0.61203735	0.629290723	0.587543558	0.628983501	0.574672133	0.554022562	0.621325385	0.394633185	0.567639553	0.584986438	0.593649099	0.706746078	0.596729205	0.65516993	0.679495297	0.642270471	0.589678093	0.627013393	0.581019725	0.6274122	0.688749399	0.545997956	0.591205255	0.597266065	0.401550568	0.596707818	0.598212683	0.675602586	0.718695359	0.708637751	0.60633851	0.551084127	0.578344614	0.588548929	0.593560844	0.550857607	0.676307393	0.596466993	0.618061367	0.580069215	0.54586375	0.584922533	0.533204892	0.612902478	0.722285014	0.591435378	0.582308503	0.627084348	0.589931853	0.611177348	0.39198131	0.566529217	0.405127613	0.65670367	0.740827795	0.513637566	0.605602827	0.538175968	0.532499233	0.649868923	0.659468425	0.595447353	0.595651313	0.577641448	0.689495375	0.501452359	0.704625143	0.556893346	0.786540826	0.590089675	0.615036456	0.590585334	0.593040657	0.61571349	0.378152896	0.3349579	0.625342839	0.617518844	0.755256002	0.629369831	0.606728598	0.620672858	0.61570593	0.617108349	0.703838921	0.482866384	0.668717765	0.578912022	0.685720177	0.71601921	0.375194237	0.652606157	0.550333892	0.591686169	0.577237053	0.691753527	0.357052459	0.304884614	0.306913806	0.551939307	0.631557002	0.669651351	0.565805581	0.374033706	0.784922385	0.690324306	0.536064994	0.619791649	0.636545363	0.588218392	0.411535712	0.524205843	0.730620074	0.675044288	0.676476042	0.559807365	0.56128595	0.38246607	0.576434354	0.569762345	0.586914478	0.70516861	0.425793235	0.359367944	0.350562237	0.610808241	0.613408364	0.582061484	0.533960233	0.655597558	0.626020422	0.626397197	0.528658965	0.724493263	0.389823883
TACROLIMUS	0.147204386	0.743869798	0.129656531	0.873278456	0.146471419	0.528924241	0.232118637	0.397949615	0.410381016	0.349186459	0.577660276	0.318936548	0.227396142	0.359047988	0.355586284	1	0.21693359	0.710218363	0.878361373	0.535123361	0.455511599	0.931462946	0.93144845	0.380561861	0.794203896	0.895571743	0.83447074	0.718918961	0.642493589	0.360440913	0.48538316	0.24525798	0.797935881	0.437449265	0.635490753	0.45633674	0.234102855	0.615594499	0.455664732	0.274359236	0.543553434	0.390056163	0.330654085	0.639142065	0.538127397	0.484885739	0.503009529	0.560152484	0.744062388	0.447681194	0.46108711	0.403399712	0.452642053	0.423492488	0.196059891	0.215700332	0.265532234	0.557804924	0.241185073	0.487874712	0.593201555	0.509779243	0.454595413	0.477722024	0.317277618	0.752630669	0.460919324	0.544413574	0.183461044	0.219010943	0.489070619	0.554996051	0.488949896	0.22157632	0.405730367	0.405997725	0.3066167	0.179295937	0.56136838	0.597928268	0.570402494	0.460155603	0.528268615	0.409318739	0.245417	0.231630903	0.350136766	0.41379082	0.30434828	0.562725761	0.602647171	0.72748491	0.5155117	0.72298476	0.255018956	0.20529711	0.495787681	0.503436635	0.551595975	0.558980574	0.543624495	0.399522007	0.378500131	0.321092464	0.403880453	0.395309992	0.357111358	0.214812543	0.470317009	0.266839623	0.47471818	0.266902987	0.699340736	0.630005671	0.188471507	0.864808087	0.909429404	0.225177347	0.42512613	0.235658195	0.59465731	0.296983765	0.444415301	0.340940385	0.420685716	0.508234919	0.375789788	0.210988982	0.207641935	0.192034651	0.184885847	0.887013014	0.164414148	0.501249782	0.561651087	0.475298521	0.501481758	0.893509135	0.878900839	0.878998946	0.540103867	0.183813628	0.276379468	0.489071826	0.850120252	0.248645999	0.53944794	0.516758985	0.610187964	0.563517572	0.53751116	0.7507165	0.49534709	0.227816795	0.472186316	0.255742548	0.547876983	0.580913508	0.870436991	0.53277064	0.520700029	0.386897113	0.477431203	0.858580351	0.923283045	0.891955031	0.254665891	0.326991829	0.507702687	0.534241604	0.156251413	0.584624858	0.468823091	0.320256617	0.17033021	0.85515264
CARVEDILOL	0.833239103	0.391613304	0.843060855	0.218234725	0.858856234	0.616849307	0.911550171	0.695747669	0.699772132	0.496636306	0.578251678	0.642824011	0.834374513	0.720621559	0.720310872	0.21693359	1	0.341202876	0.242383023	0.468742302	0.58298796	0.226562567	0.226677769	0.586724302	0.311709094	0.197745832	0.257790557	0.310833535	0.522044259	0.757532018	0.556359202	0.880314408	0.302350173	0.64523807	0.484309922	0.666162028	0.9003392	0.511423875	0.704483872	0.739878452	0.439677467	0.633204822	0.629582945	0.524024689	0.575945551	0.597830024	0.525441478	0.543610815	0.293616443	0.583218336	0.584132166	0.578774413	0.654444681	0.577859443	0.813705135	0.797505178	0.738251056	0.576140907	0.699325227	0.576021916	0.549004245	0.612639555	0.601991947	0.617370491	0.631358929	0.29259963	0.630897395	0.587761065	0.909299492	0.942013285	0.624288271	0.562445018	0.554237042	0.64401215	0.572962241	0.603479503	0.577627448	0.913565975	0.573138899	0.555190822	0.569060376	0.562684698	0.580000022	0.531711536	0.690257621	0.848749044	0.669007831	0.563364009	0.657511182	0.575874602	0.534235429	0.302032095	0.51234579	0.31451538	0.761684119	0.950317888	0.516464304	0.544995042	0.47553109	0.481021339	0.573556514	0.720162898	0.619063654	0.691076923	0.578328797	0.706815194	0.504188396	0.84628075	0.54390324	0.84350733	0.600905298	0.703885385	0.443184795	0.530359391	0.7137575	0.22837478	0.182660896	0.714154152	0.59341501	0.900692339	0.5573773	0.708451991	0.59058906	0.629051112	0.596770669	0.605634263	0.477186822	0.788562704	0.644848037	0.93761082	0.864944899	0.216054066	0.773522668	0.518712413	0.560410219	0.579197452	0.664237007	0.200174257	0.162928125	0.164781228	0.498105534	0.802312282	0.703481278	0.564860029	0.221650307	0.877671294	0.601450373	0.462363706	0.529374725	0.563513946	0.547024843	0.312869749	0.524511593	0.885896245	0.626099062	0.721663001	0.551212448	0.523373439	0.231423627	0.514325043	0.503025376	0.608308291	0.64556129	0.271670619	0.200196281	0.194074326	0.666581927	0.626272453	0.585034474	0.472500738	0.77400706	0.559004387	0.618252929	0.546932022	0.906580124	0.24105923
PIDOTIMOD	0.299163641	0.758767062	0.269993607	0.79708192	0.290881118	0.645506376	0.360831937	0.445000592	0.457270168	0.607041341	0.64792166	0.548525563	0.379151249	0.440797421	0.430406533	0.710218363	0.341202876	1	0.791232227	0.454635488	0.662753308	0.756212403	0.756165811	0.559927834	0.871828943	0.71455669	0.765143799	0.915230185	0.708204421	0.42150351	0.50658485	0.401996141	0.90839597	0.618433081	0.563695925	0.476788122	0.357693361	0.711866222	0.512870662	0.467561871	0.461237104	0.429583768	0.545977289	0.714579302	0.720098179	0.508855201	0.676718664	0.694574666	0.902607506	0.638301494	0.447965267	0.56919144	0.47019299	0.442251499	0.318571562	0.395900583	0.470269278	0.634217248	0.456752532	0.48099758	0.68638348	0.656363298	0.510910599	0.510753926	0.549713994	0.902522803	0.500716468	0.604909481	0.292826497	0.342541975	0.644164702	0.725412318	0.477413961	0.447589326	0.630262637	0.60034465	0.552381509	0.28611958	0.631843419	0.693525157	0.692606263	0.644471881	0.690612224	0.617505624	0.463015232	0.396371519	0.56291086	0.434643828	0.527201157	0.627076951	0.711718657	0.942042402	0.448055821	0.910680622	0.449050096	0.322497637	0.684567945	0.474582306	0.487646776	0.503383168	0.69209787	0.449944895	0.585754106	0.53147281	0.63235217	0.44633345	0.616861511	0.336695836	0.437093001	0.412151043	0.497486638	0.484629201	0.753375466	0.672768685	0.387151577	0.763755158	0.706995925	0.430979334	0.601553844	0.380398044	0.708052047	0.508187222	0.646103135	0.559177522	0.628734885	0.627931009	0.638207144	0.39320971	0.434186539	0.326141431	0.339720294	0.726219421	0.340800972	0.442986678	0.702258638	0.461261191	0.591453017	0.716749708	0.704331425	0.705400299	0.674172723	0.309655898	0.483028289	0.490136869	0.755463488	0.382139206	0.64606245	0.434182549	0.703671088	0.671694937	0.659674375	0.94972404	0.67836047	0.357091914	0.637687188	0.456822495	0.606578311	0.63590783	0.760053781	0.468627813	0.467422354	0.566982949	0.517824102	0.771954685	0.683297025	0.711741817	0.478310451	0.541314622	0.531630365	0.448431537	0.326820777	0.651582503	0.487426647	0.571272589	0.301433194	0.770134434
IDEBENONE	0.180100018	0.788021408	0.15662702	0.918529375	0.176360435	0.56092148	0.264775142	0.39552914	0.411420063	0.437405563	0.598834211	0.386798889	0.273549967	0.390417169	0.383604072	0.878361373	0.242383023	0.791232227	1	0.485437768	0.50357527	0.938400744	0.938392449	0.425322711	0.871126668	0.902881004	0.880209707	0.807255582	0.647250836	0.355185894	0.458389813	0.284133938	0.874529867	0.488537585	0.588364026	0.449021106	0.266300065	0.636086619	0.462773852	0.324497274	0.494409874	0.380477772	0.396340794	0.645287359	0.584778759	0.461303142	0.540625709	0.594245114	0.818980512	0.489730236	0.425662085	0.447956592	0.444169102	0.40463041	0.224846059	0.265956915	0.320168281	0.553835684	0.306976724	0.454602651	0.611432709	0.552782259	0.44127128	0.460034455	0.385630784	0.835686992	0.443371576	0.536031591	0.199199784	0.247308935	0.539043912	0.59340298	0.450594533	0.295017337	0.470126684	0.456226666	0.386416125	0.19478739	0.558126485	0.612364118	0.586129607	0.497461398	0.557736154	0.462128411	0.312491863	0.27605716	0.398476655	0.394538525	0.371300484	0.556652907	0.626609541	0.807990036	0.465838246	0.80640857	0.306288719	0.230980553	0.530489254	0.475911676	0.509815104	0.517075355	0.584386448	0.390520536	0.433697335	0.369527746	0.466566535	0.394578938	0.443971096	0.246187923	0.42787951	0.309854469	0.454792294	0.327287765	0.742895003	0.622515868	0.249575472	0.907128283	0.889690809	0.288293761	0.473901011	0.273211298	0.617573834	0.348452255	0.495789528	0.400753321	0.474552364	0.544163746	0.46535536	0.260192846	0.278798509	0.222072274	0.227096269	0.914361413	0.213587375	0.451179203	0.584313177	0.439284434	0.514478791	0.904867786	0.859379357	0.860652434	0.567025834	0.212296872	0.341104071	0.459181552	0.917417096	0.285943786	0.567271406	0.469301694	0.63032703	0.585014665	0.555745106	0.834197096	0.530168335	0.263115287	0.519227195	0.318456929	0.535561341	0.570631854	0.921564177	0.486601323	0.4844748	0.431699535	0.476796456	0.913112511	0.869119023	0.900908843	0.324273843	0.386100793	0.485062012	0.479160526	0.202849293	0.589116394	0.450672039	0.403463335	0.204360193	0.907318011
METHOXSALEN	0.398621299	0.559500264	0.402309451	0.459133403	0.406886882	0.612341996	0.475410169	0.733931952	0.704001439	0.275510891	0.664244609	0.355615922	0.423700204	0.531750161	0.53427	0.535123361	0.468742302	0.454635488	0.485437768	1	0.47627753	0.509206649	0.509250303	0.429476862	0.487713082	0.477915448	0.483102965	0.434023336	0.691904388	0.683125449	0.779272508	0.429628318	0.482068427	0.49023025	0.84363516	0.769399961	0.471744845	0.641695005	0.700621029	0.384462298	0.942439792	0.742944133	0.372418787	0.694225978	0.545538193	0.790506828	0.514317429	0.578470246	0.436544717	0.481897029	0.82578118	0.448827116	0.784181786	0.772691324	0.482044247	0.354608212	0.366572599	0.677708856	0.32150827	0.818915975	0.655589471	0.56035316	0.72860815	0.779978097	0.35168664	0.438548153	0.76643925	0.724401297	0.470907642	0.474622725	0.533782472	0.565646617	0.81213916	0.271986449	0.411151718	0.444342014	0.294477618	0.46639395	0.689149458	0.661451119	0.646814518	0.489847092	0.572440509	0.413116971	0.317971558	0.399023086	0.420977483	0.754041408	0.35568344	0.729246579	0.644723163	0.43308092	0.903464387	0.446383546	0.372009129	0.464524165	0.489752376	0.889418358	0.944459008	0.926809623	0.567110576	0.724411773	0.418171303	0.406253489	0.411532113	0.719681175	0.286512135	0.484951601	0.860094371	0.456907794	0.810023567	0.346213723	0.576038335	0.722598978	0.288656504	0.471444214	0.467142993	0.314808709	0.46280847	0.439816369	0.64476617	0.387714849	0.472952607	0.389863104	0.451240747	0.588437814	0.283211096	0.347473758	0.262788419	0.443083931	0.374418007	0.476478961	0.306703745	0.873703594	0.607056846	0.832220429	0.669050401	0.476507663	0.43985754	0.440457028	0.562552933	0.471889542	0.361064047	0.835906532	0.465255266	0.466546824	0.633275828	0.957791431	0.65530323	0.638189785	0.604091144	0.456366204	0.498537295	0.467770728	0.522154195	0.355970869	0.711343718	0.683072571	0.482242918	0.926724901	0.930781055	0.442918078	0.756246044	0.50549269	0.510116253	0.474688411	0.310068983	0.382160546	0.790544103	0.942062859	0.304895867	0.716111291	0.816220215	0.285182734	0.40693232	0.479287645
LEVAMISOLE	0.548427461	0.632813961	0.521120225	0.50464597	0.54055034	0.805771995	0.585592502	0.616215385	0.637194112	0.688457995	0.740734975	0.79649419	0.592554874	0.588059313	0.576244493	0.455511599	0.58298796	0.662753308	0.50357527	0.47627753	1	0.481124376	0.481097542	0.838471463	0.61402611	0.452332701	0.530649027	0.599025595	0.748960348	0.604829212	0.621260741	0.662659857	0.604252515	0.874427766	0.564309318	0.606848194	0.586549188	0.749270075	0.679482772	0.759484741	0.467413147	0.597049294	0.805128251	0.747113051	0.889827363	0.621556544	0.89240866	0.836909648	0.622136715	0.936675707	0.561667618	0.827378994	0.598594677	0.580591377	0.554476898	0.654890343	0.742219221	0.763028105	0.691675274	0.589844126	0.779449356	0.843173904	0.64902226	0.639835933	0.800479701	0.615103475	0.640574233	0.73343468	0.528326477	0.571716037	0.829110463	0.886380701	0.579223271	0.653391862	0.884970292	0.894177668	0.719312292	0.520697134	0.761473958	0.795091989	0.807560191	0.91903857	0.890687998	0.899079922	0.693692724	0.653081887	0.83070532	0.57492763	0.776179606	0.733208007	0.770406776	0.625787641	0.496583049	0.599348736	0.727765695	0.554793391	0.894987574	0.544243288	0.507708136	0.525676194	0.854995628	0.619186733	0.8830292	0.79156655	0.905527992	0.626801633	0.716578881	0.565243904	0.529271601	0.641068449	0.615819425	0.735064031	0.682256307	0.727572178	0.62897	0.504824525	0.438019883	0.670744638	0.865268522	0.627854801	0.802151474	0.76695836	0.808025943	0.758262241	0.801260577	0.787157271	0.70104826	0.660042506	0.664752715	0.567082208	0.588386944	0.462610131	0.598607026	0.498083369	0.849906116	0.558898282	0.775350252	0.453673148	0.434211714	0.4353091	0.816409599	0.550046454	0.716726695	0.589697293	0.491661672	0.611493229	0.778888621	0.458326612	0.750219714	0.78630732	0.813115177	0.622980232	0.902776686	0.577140289	0.869075855	0.686203342	0.727339876	0.740598675	0.499680046	0.512535573	0.510170504	0.849485367	0.649323746	0.529791831	0.43799086	0.449516911	0.701821532	0.730434909	0.648569432	0.471054722	0.585398974	0.735760292	0.612946628	0.707168191	0.5357716	0.516283734
